Ranking,User,Model,Results,Mean Reward,Std Reward
512,UncleYang,UncleYang/ppo-LunarLander-v2-test,270.69,281.11,10.42
513,chenht,chenht/ppo-LunarLander-v2,270.68,295.79,25.11
514,MerveOzer,MerveOzer/ppo-LunarLander-v2,270.65000000000003,286.41,15.76
515,jyq12356,jyq12356/ppo-LunarLander-v2,270.64,289.65,19.01
516,Misha24-10,Misha24-10/TEST2ppo-LunarLander-v7,270.63,290.37,19.74
517,huxin,huxin/ppo-LunarLander-v2,270.6,289.22,18.62
518,Ross-Esmond,Ross-Esmond/PPO-LunarLander-v2,270.6,282.41,11.81
519,dyingc,dyingc/ppo-LunarLander-v2,270.59,290.71,20.12
520,Spagetti,Spagetti/ppo-LunarLander-v2,270.59,286.13,15.54
521,gnieto,gnieto/DRL,270.56,292.23,21.67
522,Epiphanio,Epiphanio/lunar-lander-ppo-v2,270.53999999999996,288.59,18.05
523,Yanrds,Yanrds/ppo-LunarLander-v2,270.52000000000004,287.92,17.4
524,nikbhi,nikbhi/LunarLander_ppo_v3,270.5,279.69,9.19
525,adisuj,adisuj/ppo-LunarLander-v2,270.46999999999997,286.28,15.81
526,AF6ECHO,AF6ECHO/ppo-LunarLander-v2,270.46000000000004,286.3,15.84
527,Mani429,Mani429/ppo_LunarLander-v2-1,270.44,286.73,16.29
528,DarkAirforce,DarkAirforce/ppo-LunarLander-v2,270.44,282.1,11.66
529,Corianas,Corianas/ppo_lstm-LunarLander-v2,270.43,282.21,11.78
530,Knight85,Knight85/PPO-PPO-LunarLander-v2,270.42999999999995,289.9,19.47
531,shun2741,shun2741/TESTppo-LunarLander-v2,270.42,287.72,17.3
532,Hismo,Hismo/LunarLander-ai2,270.42,283.75,13.33
533,Kiwipirate,Kiwipirate/PPO-LunaLanderv2-Astro1,270.41,286.05,15.64
534,larscarl,larscarl/ppo-LunarLander-v2,270.40999999999997,288.07,17.66
535,kinkpunk,kinkpunk/Lunar-Landing-Program,270.37,285.36,14.99
536,Neuraligence,Neuraligence/nueraligence-lunarlander-v1,270.37,280.58,10.21
537,TZ20,TZ20/ppo-LunarLander-v2,270.34,288.08,17.74
538,nurhafizsidiq,nurhafizsidiq/ppo-LunarLander-v2,270.33000000000004,288.35,18.02
539,oxioxi,oxioxi/ppo-LunarLander-v2,270.32,289.15,18.83
540,hoanglongvn,hoanglongvn/firstRL,270.26,281.06,10.8
541,rebolforces,rebolforces/ppo-LunarLander-v2,270.24,285.83,15.59
542,cmathw,cmathw/ppo-LunarLander-v2,270.24,286.36,16.12
543,SuperSecureHuman,SuperSecureHuman/Lunar-Landing-PPO,270.24,284.3,14.06
544,ralphkalweit,ralphkalweit/ppo-LunarLander-v2,270.17,287.44,17.27
545,vivas-1001,vivas-1001/ppo-LunarLander-v2,270.16999999999996,287.7,17.53
546,zocrate,zocrate/MoonLanding,270.16,290.61,20.45
547,koushik2k3,koushik2k3/ppo-LunarLander-v2,270.15999999999997,287.33,17.17
548,chqmatteo,chqmatteo/ppo-LunarLander-v2,270.12,293.49,23.37
549,rishabh279,rishabh279/ppo-LunarLander-v2,270.09000000000003,293.56,23.47
550,BBBBirdIsTheWord,BBBBirdIsTheWord/ppo-LunarLander-v2,270.08000000000004,293.55,23.47
551,Harm,Harm/my_ppo_rl_lunarlander_3M,270.06,284.73,14.67
552,Maxph2211,Maxph2211/ppo-LunarLander-v2,270.05,284.87,14.82
553,shankinson,shankinson/ppo-LunarLander-v2,270.03000000000003,287.55,17.52
554,NekuHug,NekuHug/deepRL-learning_course_lunar_lander,270.02000000000004,285.16,15.14
555,ahforoughi,ahforoughi/PPO-LunarLander-v2,270.0,286.13,16.13
556,AnAmbitiousMonk,AnAmbitiousMonk/ppo-LunarLander-v7,270.0,285.92,15.92
557,H3lt3r-Sk3lt3r,H3lt3r-Sk3lt3r/ppo-LunarLander-v2,269.97,287.47,17.5
558,pig-that-will-pierce-the-heavens,pig-that-will-pierce-the-heavens/ppo-LunarLander-v2,269.96999999999997,294.34,24.37
559,parinzee,parinzee/ppo-LunarLander-v2-tuned,269.95,282.82,12.87
560,Tubido,Tubido/ppo-LunarLander-v2,269.95,289.71,19.76
561,smeth,smeth/ppo-LunarLander-v2,269.94,287.01,17.07
562,Sloba,Sloba/RL-course-ppo-LunarLander-v2,269.94,287.19,17.25
563,FruitcoreAI,FruitcoreAI/tutorial-LunarLander-v2,269.89,288.12,18.23
564,aflorzak,aflorzak/ppo-LunarLander-v2,269.88,290.24,20.36
565,rvukasin,rvukasin/LundarLanderV2ExamLocal,269.82000000000005,284.85,15.03
566,AntiSquid,AntiSquid/TEST2ppo-LunarLander-v2,269.8,285.66,15.86
567,ying-zh,ying-zh/ppo-LunarLander-v2,269.79,288.72,18.93
568,alexbalandi,alexbalandi/ppo-LunarLander-v2-4milsteps-200-envs,269.78999999999996,286.02,16.23
569,0x66656c6978,0x66656c6978/ppo-LunarLander-v2,269.78999999999996,287.34,17.55
570,SwePalm,SwePalm/ppo-LunarLander-v2,269.76000000000005,284.47,14.71
571,ElmoVT,ElmoVT/ppo-LunarLander-v2,269.76000000000005,289.41,19.65
572,Lukansu,Lukansu/ppo-LunarLander-v2,269.76,293.37,23.61
573,skyfox,skyfox/rl_unit_1_demo,269.75,283.86,14.11
574,blinjrm,blinjrm/ppo-LunarLander-v2,269.75,286.04,16.29
575,araffin,araffin/ppo-LunarLander-v2,269.75,283.49,13.74
576,Bahtiyar7,Bahtiyar7/ppo-LunarLander-v2,269.75,283.49,13.74
577,bsenst,bsenst/ppo-LunarLander-v2,269.7,289.87,20.17
578,drpositron,drpositron/ppo-LunarLander-v2,269.69000000000005,279.47,9.78
579,hankokk,hankokk/ppo-LunarLander-v2,269.65000000000003,286.35,16.7
580,loudinthecloud,loudinthecloud/drlcourse-unit1,269.63,289.28,19.65
581,arvindsg,arvindsg/ppo-LunarLander-v2,269.63,289.71,20.08
582,Fd1024,Fd1024/ppo-LunarLander-v2,269.6,284.85,15.25
583,besa2001,besa2001/ppo-LunarLander-v2,269.59999999999997,295.08,25.48
584,albisumikel123,albisumikel123/ppo-LunarLander-v2,269.57000000000005,288.29,18.72
585,PraveenKishore,PraveenKishore/intro-ppo-lunarlander-v2,269.57,283.46,13.89
586,myasincifci,myasincifci/PPO-LunarLander-v2,269.55,285.47,15.92
587,lofaleu,lofaleu/ppo-LunarLander-v2,269.53999999999996,284.46,14.92
588,IyanuMicheal,IyanuMicheal/ppo-LunarLander-v2,269.49,285.43,15.94
589,proxii,proxii/ppo-LunarLander-v2,269.47999999999996,286.27,16.79
590,strangetcy,strangetcy/PPO-LunarLander-v2_experiments,269.45000000000005,288.23,18.78
591,brittlewis12,brittlewis12/ppo_deep_rl_unit_1-lunarlander-v2,269.39,286.88,17.49
592,jjjurgen,jjjurgen/ppo-LunarLander-v2,269.37,285.84,16.47
593,galkowskim,galkowskim/ppo-LunarLander-v2,269.33000000000004,281.61,12.28
594,gregtozzi,gregtozzi/TEST2ppo-LunarLander-v2,269.33,288.33,19.0
595,hazrulakmal,hazrulakmal/ppo-LunarLander-v2,269.31,288.9,19.59
596,BrutusNotLatin,BrutusNotLatin/lunarlander,269.30999999999995,279.78,10.47
597,rlanday,rlanday/ppo-LunarLander-v2,269.28000000000003,292.12,22.84
598,torkable,torkable/ppo-LunarLander-v2,269.26,288.09,18.83
599,Suprabound,Suprabound/ppo-LunarLander-v2,269.25,290.01,20.76
600,dmmps,dmmps/ppo-LunarLander-v2,269.24,288.37,19.13
601,artyomboyko,artyomboyko/ppo-LunarLander-v2,269.22999999999996,291.27,22.04
602,sryu1,sryu1/ppo-LunarLander-v2,269.21000000000004,288.93,19.72
603,Amankankriya,Amankankriya/ppo-LunarLander-v2,269.18,285.12,15.94
604,marmeladenaal,marmeladenaal/ppo-LunarLander-v2,269.16999999999996,285.78,16.61
605,elshehawy,elshehawy/ppo-LunarLander-v2,269.15999999999997,287.89,18.73
606,neromule,neromule/ppo-LunarLander-v2,269.10999999999996,282.46,13.35
607,ikorennoy,ikorennoy/ppo-LunarLander-v2,269.09000000000003,285.31,16.22
608,kstiers,kstiers/ppo-LunarLander-v2,269.07000000000005,284.66,15.59
609,Sulroy,Sulroy/PPO-LunarLander-v2,269.07,289.23,20.16
610,Sosties,Sosties/ppo-LunarLander-v2,269.05,281.88,12.83
611,nsecord,nsecord/ppo-LunarLander-v2,269.04999999999995,283.27,14.22
612,caseycasal,caseycasal/ppo-LunarLander-v2,269.03999999999996,282.89,13.85
613,Chris1,Chris1/TEST1ppo-LunarLander-v2,269.02,290.2,21.18
614,Veer15,Veer15/Lunar-lander-mlp,269.01000000000005,287.16,18.15
615,anilkumar2444,anilkumar2444/pp0-LunarLander-v2,269.0,282.25,13.25
616,zxcvasd,zxcvasd/ppo-LunarLander-v2,268.99,280.22,11.23
617,bguan,bguan/lunar_lander_v2_ppo_220924A,268.98,283.01,14.03
618,sumkumar,sumkumar/ppo-LunarLander-v2-sum,268.96999999999997,286.78,17.81
619,shabbiahmed8,shabbiahmed8/ppo-LunarLander-v2,268.96000000000004,281.41,12.45
620,davidrd123,davidrd123/ppo-LunarLander-v2_optim_v8,268.96,282.51,13.55
621,chatchitsanu,chatchitsanu/lunarrrr1111,268.95,288.19,19.24
622,theZoo,theZoo/ppo-LunarLander-v2,268.92,289.57,20.65
623,Danimp94,Danimp94/PPO-LunarLander-DM-2,268.87,282.18,13.31
624,hamedbabaeigiglou,hamedbabaeigiglou/ppo-LunarLander-v2,268.84000000000003,284.18,15.34
625,xszhou,xszhou/optuned-ppo-LunarLander-v2,268.83,285.2,16.37
626,Vannsh,Vannsh/PPOLunarLander-v2,268.81,278.66,9.85
627,SurajSrivaastav,SurajSrivaastav/ppo-LunarLander-v2,268.79,283.92,15.13
628,Dap777,Dap777/ppo-LunarLander-v2,268.75,283.94,15.19
629,truffulatree,truffulatree/ppo-LunarLander-v2,268.68,283.92,15.24
630,samb271,samb271/ppo-LunarLander-v2,268.65000000000003,286.29,17.64
631,magnificent,magnificent/ppo-LunarLander-v2,268.63,286.85,18.22
632,ironbar,ironbar/ppo-lunarlander-v2-steps-8M,268.62,281.55,12.93
633,xszhou,xszhou/optuned-ppo-LunarLander-v2-2,268.61,288.36,19.75
634,1aurent,1aurent/ppo-LunarLander-v2,268.6,284.94,16.34
635,dugongo,dugongo/ppo-LunarLander-v2.1,268.59000000000003,284.68,16.09
636,wesleywt,wesleywt/ppo-LunarLander-v2,268.56,291.52,22.96
637,lilianz,lilianz/ppo-LunarLander-v2,268.56,287.12,18.56
638,Facepalm0,Facepalm0/ppo-LunarLander-v2,268.53999999999996,288.82,20.28
639,Lakoc,Lakoc/ppo-LunarLander-v2,268.53000000000003,283.67,15.14
640,Felipo,Felipo/ppo-LunarLander-v2,268.52,283.56,15.04
641,nvasko,nvasko/ppo-LunarLander-v2,268.51,285.86,17.35
642,mihy,mihy/ppo-LunarLander-v2,268.51,289.61,21.1
643,manmyung,manmyung/ppo-LunarLander-v2,268.5,283.41,14.91
644,HolySaint,HolySaint/ppo-LunarLander-v2,268.5,281.66,13.16
645,alitair,alitair/LunarLander-v2,268.45,288.83,20.38
646,akialwayz,akialwayz/ppo-LunarLander-v2,268.44,284.95,16.51
647,SKHIA2024,SKHIA2024/ppo-LunarLander-v2,268.43,282.38,13.95
648,samilcoban,samilcoban/lunar_lander,268.41,288.73,20.32
649,mhdaw,mhdaw/ppo-LunarLander-v2-2,268.36999999999995,293.03,24.66
650,jxiao,jxiao/ppo-LunarLander-v2-tuned,268.36,286.19,17.83
651,AleksandrKashirin,AleksandrKashirin/ppo-LunarLander-v2,268.35,279.85,11.5
652,Kascha,Kascha/ppo-LunarLander-v2,268.29999999999995,280.84,12.54
653,mustapha,mustapha/Lunar_lander_v2_gym_2,268.29,284.86,16.57
654,McCheng,McCheng/ppo-LunarLander-v2,268.28000000000003,286.3,18.02
655,blkpst,blkpst/lunarlander,268.26,278.02,9.76
656,Malchemis,Malchemis/ppo-LunarLander-v2,268.24,288.72,20.48
657,lipee,lipee/ppo-LunarLander-v2,268.23,283.98,15.75
658,jefsnacker,jefsnacker/rl_class,268.22999999999996,284.52,16.29
659,FollishBoi,FollishBoi/ppo-LunarLander-v2-try11,268.2,286.19,17.99
660,ichiv,ichiv/ppo-LunarLander-v2,268.19,288.04,19.85
661,YashGajjar,YashGajjar/RL_agent_lunarlander_starship,268.19,288.94,20.75
662,jjpp3301,jjpp3301/lunar_lander_v2-ppo,268.17,286.12,17.95
663,AMfeta99,AMfeta99/ppo-LunarLander-v2,268.09,280.45,12.36
664,mgarciav,mgarciav/ppo-LunarLander-v2-t1,268.08000000000004,281.85,13.77
665,qddwudan,qddwudan/ppo-LunarLander-v2,268.06,282.04,13.98
666,den655,den655/ppo-LunarLander-v2,268.03,284.81,16.78
667,ZacharyBuckholz,ZacharyBuckholz/ppo-LunarLander-v2,268.01,289.81,21.8
668,rloose,rloose/ppo-LunarLander-v2,268.0,283.48,15.48
669,Eugene-Bond,Eugene-Bond/ppo-LunarLander-v2,267.99,282.88,14.89
670,anechaev,anechaev/ppo-LunarLander-v2,267.97,282.36,14.39
671,sseal,sseal/ppo-LunarLander-v2,267.94,289.61,21.67
672,erniechiew,erniechiew/ppo-LunarLander-v2,267.94,291.06,23.12
673,Schoolar,Schoolar/ppo-LunarLander-long_training_5kk,267.94,280.06,12.12
674,Nnarruqt,Nnarruqt/ppo-LunarLander-v2,267.93,290.24,22.31
675,keith-taylor,keith-taylor/TEST_ppo-LunarLander-v2,267.90000000000003,288.54,20.64
